age,marital,education,default,housing,loan,contact,duration,campaign,previous,poutcome,subscription
32,single,tertiary,no,no,no,cellular,111,2,0,unknown,0
33,single,tertiary,no,no,no,cellular,130,4,0,unknown,0
51,married,unknown,no,no,no,telephone,308,3,0,unknown,0
39,married,secondary,no,yes,no,unknown,116,1,0,unknown,0
44,single,tertiary,no,no,no,cellular,160,2,0,unknown,0
49,divorced,primary,no,yes,no,unknown,205,3,0,unknown,0
25,married,tertiary,no,yes,no,cellular,185,2,0,unknown,0
39,married,secondary,no,yes,no,cellular,61,2,4,failure,0
54,married,secondary,no,no,no,telephone,159,2,6,success,0
32,single,tertiary,no,yes,no,cellular,213,1,6,failure,0
36,married,tertiary,no,yes,no,unknown,294,15,0,unknown,0
54,married,secondary,no,yes,no,cellular,140,3,0,unknown,0
31,married,secondary,no,yes,yes,cellular,71,1,9,other,0
45,married,secondary,no,no,yes,cellular,47,7,0,unknown,0
31,single,secondary,no,yes,no,cellular,570,2,0,unknown,0
45,married,secondary,no,yes,no,cellular,287,2,0,unknown,0
33,divorced,secondary,no,yes,no,cellular,130,1,1,failure,1
46,divorced,tertiary,no,yes,no,cellular,201,1,1,other,0
43,single,tertiary,no,no,no,cellular,11,7,0,unknown,0
50,married,tertiary,no,yes,no,cellular,70,5,5,other,0
44,divorced,tertiary,no,no,no,cellular,54,2,0,unknown,0
42,married,secondary,no,yes,no,unknown,22,16,0,unknown,0
26,single,secondary,no,no,no,cellular,103,3,0,unknown,0
47,single,secondary,no,yes,no,cellular,104,1,1,failure,0
48,married,primary,no,no,no,telephone,29,2,0,unknown,0
60,married,unknown,no,yes,no,unknown,57,2,0,unknown,0
27,divorced,secondary,no,yes,no,unknown,236,1,0,unknown,0
30,single,tertiary,no,no,no,cellular,528,3,0,unknown,1
28,single,secondary,no,yes,no,cellular,68,2,0,unknown,0
58,married,primary,no,no,no,telephone,876,1,0,unknown,1
37,married,tertiary,no,no,no,cellular,76,1,0,unknown,0
36,married,secondary,no,yes,no,unknown,99,1,0,unknown,0
39,married,secondary,no,yes,no,cellular,122,3,4,failure,0
52,married,primary,no,no,yes,cellular,141,1,0,unknown,0
55,married,secondary,no,yes,yes,unknown,58,2,0,unknown,0
30,single,tertiary,no,no,no,cellular,78,3,0,unknown,0
36,single,secondary,no,yes,no,unknown,435,3,0,unknown,0
39,married,secondary,no,no,no,cellular,123,2,1,failure,0
47,married,primary,no,no,yes,telephone,210,3,0,unknown,0
42,single,primary,no,yes,no,unknown,54,2,0,unknown,0
42,married,secondary,no,yes,no,unknown,138,4,0,unknown,0
58,married,secondary,no,no,no,cellular,336,7,0,unknown,0
68,married,secondary,no,yes,no,cellular,249,1,0,unknown,1
43,married,secondary,no,no,no,unknown,63,1,0,unknown,0
44,married,secondary,no,yes,no,unknown,257,1,0,unknown,0
49,married,tertiary,no,no,no,cellular,875,2,0,unknown,1
57,married,tertiary,no,yes,yes,unknown,191,2,0,unknown,0
61,divorced,tertiary,no,no,no,cellular,481,2,0,unknown,1
36,single,secondary,no,yes,no,cellular,120,2,0,unknown,0
31,married,secondary,no,yes,yes,cellular,207,1,0,unknown,0
51,married,tertiary,no,no,no,telephone,303,2,0,unknown,0
31,single,tertiary,no,no,no,cellular,93,2,0,unknown,0
56,married,primary,no,no,no,cellular,128,1,0,unknown,0
30,single,tertiary,no,no,yes,cellular,194,2,0,unknown,0
38,married,secondary,no,yes,yes,unknown,408,2,0,unknown,0
35,married,secondary,no,yes,no,cellular,5,3,0,unknown,0
31,married,unknown,no,yes,no,cellular,231,2,0,unknown,0
39,divorced,secondary,no,yes,no,unknown,20,3,0,unknown,0
50,married,tertiary,no,yes,no,cellular,218,3,9,other,0
39,married,tertiary,no,no,no,unknown,36,2,0,unknown,0
26,married,secondary,no,no,no,cellular,136,8,0,unknown,0
55,married,secondary,no,no,no,cellular,336,1,0,unknown,0
43,divorced,primary,no,no,yes,cellular,192,1,0,unknown,0
34,married,tertiary,no,no,no,cellular,141,1,1,failure,0
51,married,primary,no,yes,yes,unknown,65,2,0,unknown,0
31,married,tertiary,no,yes,no,cellular,203,2,3,other,0
32,married,tertiary,no,no,no,cellular,104,9,0,unknown,0
53,married,secondary,no,yes,no,unknown,230,1,0,unknown,0
44,divorced,tertiary,no,no,no,cellular,71,1,0,unknown,0
38,married,tertiary,no,yes,no,unknown,205,2,0,unknown,0
47,married,tertiary,no,yes,no,unknown,162,1,0,unknown,0
36,married,tertiary,no,yes,no,unknown,145,2,0,unknown,0
30,single,tertiary,no,yes,no,unknown,220,2,0,unknown,0
46,married,secondary,no,yes,no,telephone,309,3,4,failure,0
33,married,secondary,no,yes,yes,unknown,421,3,0,unknown,0
43,married,secondary,no,no,no,cellular,261,1,1,success,1
38,married,tertiary,no,no,no,cellular,132,2,0,unknown,0
27,single,secondary,no,no,no,cellular,273,1,1,other,0
38,married,unknown,no,no,no,cellular,349,2,1,success,1
41,married,tertiary,no,no,no,unknown,291,3,0,unknown,0
29,married,secondary,no,yes,no,cellular,83,6,0,unknown,0
39,married,secondary,no,yes,no,unknown,793,2,0,unknown,0
42,single,primary,no,yes,no,cellular,119,1,8,success,0
47,married,secondary,no,yes,yes,unknown,312,1,0,unknown,0
30,single,secondary,yes,no,no,unknown,103,6,0,unknown,0
34,married,secondary,no,yes,no,cellular,101,3,0,unknown,0
45,married,primary,no,no,no,unknown,48,1,0,unknown,0
43,married,secondary,no,yes,no,cellular,228,3,0,unknown,0
59,married,primary,no,no,no,unknown,81,3,0,unknown,0
50,married,secondary,no,no,no,cellular,152,2,0,unknown,0
39,married,secondary,no,yes,no,unknown,160,3,0,unknown,0
36,married,secondary,no,yes,no,unknown,59,1,0,unknown,0
44,married,secondary,no,yes,no,cellular,297,1,0,unknown,0
36,married,tertiary,no,no,no,cellular,147,2,0,unknown,0
27,single,tertiary,no,no,no,cellular,143,1,0,unknown,0
29,married,secondary,no,yes,no,unknown,75,1,0,unknown,0
70,married,secondary,no,no,no,telephone,338,3,2,failure,0
44,married,tertiary,no,no,no,unknown,29,2,0,unknown,0
55,married,tertiary,no,yes,no,unknown,159,2,0,unknown,0
36,divorced,secondary,no,yes,no,unknown,85,8,0,unknown,0
28,single,secondary,no,yes,no,cellular,15,7,0,unknown,0
50,divorced,tertiary,no,no,no,cellular,198,2,5,other,0
49,married,secondary,no,no,no,unknown,114,2,0,unknown,0
71,divorced,tertiary,no,no,no,cellular,1117,2,0,unknown,0
31,single,secondary,no,no,no,cellular,343,2,0,unknown,0
45,single,tertiary,no,no,no,cellular,59,2,0,unknown,0
42,married,secondary,no,no,no,cellular,31,1,0,unknown,0
45,married,secondary,no,no,no,cellular,212,2,0,unknown,0
47,married,primary,no,yes,no,unknown,157,6,0,unknown,0
60,divorced,secondary,no,no,yes,cellular,96,1,0,unknown,0
35,married,tertiary,no,yes,no,unknown,245,2,0,unknown,0
31,single,tertiary,no,no,no,cellular,72,4,0,unknown,0
33,married,primary,no,yes,no,cellular,700,1,0,unknown,0
50,married,tertiary,no,yes,no,cellular,107,1,4,failure,0
51,married,secondary,no,yes,no,cellular,312,3,0,unknown,0
34,married,secondary,no,yes,yes,cellular,153,1,3,other,0
56,married,secondary,no,no,yes,cellular,55,10,0,unknown,0
29,married,secondary,no,yes,no,telephone,38,3,0,unknown,0
31,married,secondary,no,no,no,cellular,96,3,0,unknown,0
44,divorced,unknown,no,yes,no,unknown,397,1,0,unknown,0
55,married,secondary,no,no,yes,telephone,208,3,0,unknown,0
35,single,unknown,no,no,no,telephone,122,3,0,unknown,0
36,married,tertiary,no,yes,yes,cellular,109,1,1,failure,0
54,married,secondary,no,yes,yes,unknown,74,1,0,unknown,0
32,married,tertiary,no,yes,no,cellular,72,1,0,unknown,0
36,divorced,tertiary,no,no,no,cellular,383,2,0,unknown,0
60,married,secondary,no,yes,no,unknown,113,3,0,unknown,0
32,single,secondary,no,no,yes,unknown,400,1,0,unknown,0
57,married,tertiary,no,no,no,cellular,387,8,0,unknown,0
34,married,primary,no,yes,no,cellular,59,2,0,unknown,0
27,single,secondary,no,yes,no,cellular,528,1,2,failure,0
52,single,tertiary,no,no,no,cellular,1223,6,0,unknown,1
45,divorced,unknown,no,yes,no,telephone,38,2,0,unknown,0
58,single,secondary,no,no,no,cellular,1139,2,1,success,0
39,single,primary,no,yes,no,cellular,286,2,0,unknown,0
48,single,secondary,no,yes,yes,cellular,369,2,0,unknown,0
36,single,secondary,no,no,no,cellular,333,5,0,unknown,0
31,single,secondary,no,yes,no,cellular,198,1,0,unknown,0
41,married,tertiary,no,yes,no,cellular,106,8,0,unknown,0
30,single,secondary,no,no,no,cellular,423,1,0,unknown,0
57,married,tertiary,no,no,no,cellular,116,4,0,unknown,0
29,single,secondary,no,yes,no,unknown,30,1,1,other,1
29,divorced,secondary,no,yes,no,cellular,1101,2,0,unknown,1
30,single,tertiary,no,no,no,cellular,102,1,1,failure,0
44,married,tertiary,no,yes,no,cellular,384,6,0,unknown,0
33,single,unknown,no,no,no,cellular,156,2,8,failure,0
56,divorced,secondary,no,yes,no,telephone,99,3,0,unknown,0
26,single,secondary,no,no,no,telephone,280,6,5,other,1
52,married,secondary,no,no,no,telephone,20,2,0,unknown,0
32,single,secondary,no,yes,no,unknown,258,1,0,unknown,0
36,single,secondary,no,no,no,cellular,85,6,0,unknown,0
26,married,secondary,no,no,no,unknown,355,1,0,unknown,0
37,married,secondary,no,yes,no,unknown,66,3,0,unknown,0
34,married,secondary,no,yes,no,cellular,467,1,0,unknown,0
26,single,secondary,no,yes,no,cellular,582,2,4,failure,0
32,married,secondary,no,yes,no,cellular,744,1,0,unknown,1
30,single,tertiary,yes,no,no,cellular,185,4,0,unknown,0
27,single,secondary,no,yes,no,cellular,13,5,0,unknown,0
42,single,secondary,no,yes,no,cellular,98,1,3,failure,0
33,single,primary,no,yes,no,unknown,127,1,0,unknown,0
37,married,secondary,no,no,no,unknown,45,2,0,unknown,0
45,married,secondary,no,yes,no,cellular,244,3,0,unknown,0
36,married,tertiary,no,no,no,unknown,2769,4,0,unknown,1
39,single,tertiary,no,yes,no,cellular,561,4,3,failure,0
33,single,tertiary,no,no,no,cellular,182,1,0,unknown,0
47,married,secondary,no,no,no,cellular,618,1,0,unknown,0
49,married,secondary,no,yes,yes,unknown,198,3,0,unknown,0
46,divorced,secondary,no,no,no,cellular,126,6,0,unknown,0
31,married,secondary,no,yes,yes,cellular,715,1,0,unknown,0
43,divorced,secondary,no,yes,no,cellular,63,1,0,unknown,0
30,single,secondary,yes,yes,no,unknown,412,1,0,unknown,1
43,divorced,tertiary,no,no,no,cellular,66,1,22,failure,0
42,married,secondary,no,yes,no,cellular,96,1,0,unknown,0
30,single,tertiary,no,no,no,cellular,633,1,2,success,1
33,single,tertiary,no,yes,no,unknown,364,1,0,unknown,0
41,married,secondary,no,no,no,unknown,298,3,0,unknown,0
29,single,secondary,no,yes,no,cellular,341,1,0,unknown,0
38,married,secondary,no,yes,no,unknown,364,1,0,unknown,0
29,married,tertiary,no,yes,no,cellular,234,7,1,failure,0
80,married,primary,no,no,no,cellular,639,1,1,failure,1
38,single,tertiary,no,no,no,cellular,310,4,0,unknown,0
36,divorced,primary,no,yes,no,unknown,123,4,0,unknown,0
38,married,tertiary,no,no,no,cellular,253,1,0,unknown,0
44,married,secondary,yes,yes,no,cellular,96,2,0,unknown,0
31,married,tertiary,no,no,no,cellular,297,1,3,success,1
31,single,secondary,no,yes,yes,unknown,501,2,0,unknown,0
57,divorced,primary,no,yes,no,cellular,67,1,2,failure,0
37,married,primary,no,yes,no,unknown,281,1,0,unknown,0
50,married,secondary,no,yes,yes,cellular,475,2,0,unknown,0
60,married,primary,no,no,no,cellular,205,1,0,unknown,0
51,married,tertiary,no,yes,no,cellular,272,1,8,other,0
48,married,secondary,no,yes,no,cellular,349,1,0,unknown,0
42,married,primary,no,yes,no,cellular,216,4,5,failure,0
36,married,secondary,no,yes,no,cellular,183,1,0,unknown,0
43,married,tertiary,no,yes,no,cellular,130,1,2,other,0
31,married,primary,no,yes,yes,unknown,61,6,0,unknown,0
49,single,secondary,no,yes,no,unknown,92,2,0,unknown,0
35,divorced,tertiary,no,no,yes,cellular,37,2,0,unknown,0
44,married,secondary,no,yes,no,cellular,354,2,0,unknown,0
34,married,tertiary,no,no,no,cellular,203,1,8,other,0
46,married,secondary,no,no,no,unknown,152,1,0,unknown,0
49,married,primary,no,yes,no,unknown,41,5,0,unknown,0
32,married,secondary,no,no,no,cellular,20,5,0,unknown,0
35,divorced,tertiary,no,yes,no,cellular,277,1,2,success,0
51,married,secondary,no,no,no,unknown,83,2,0,unknown,0
57,divorced,secondary,no,yes,no,unknown,531,1,0,unknown,0
59,married,tertiary,no,no,no,telephone,91,5,0,unknown,0
40,divorced,unknown,no,yes,no,unknown,315,1,0,unknown,0
49,single,tertiary,no,no,no,cellular,70,9,0,unknown,0
51,married,secondary,no,yes,no,cellular,384,1,0,unknown,0
35,married,secondary,yes,no,yes,unknown,105,3,0,unknown,0
29,married,secondary,no,yes,no,unknown,305,2,0,unknown,0
32,single,secondary,no,yes,no,cellular,158,2,0,unknown,1
37,divorced,secondary,no,yes,no,cellular,199,1,2,failure,0
49,married,primary,no,yes,no,unknown,25,1,0,unknown,0
45,married,unknown,no,yes,no,unknown,147,1,0,unknown,0
34,single,secondary,no,yes,no,cellular,538,8,0,unknown,0
53,married,secondary,no,no,no,cellular,77,9,0,unknown,0
42,married,primary,no,no,no,cellular,94,2,0,unknown,0
43,married,secondary,no,yes,no,unknown,1721,2,0,unknown,1
52,married,secondary,no,no,no,cellular,143,1,3,failure,0
34,single,secondary,no,no,yes,cellular,104,1,0,unknown,0
34,divorced,tertiary,no,yes,no,cellular,587,2,0,unknown,1
27,married,secondary,no,yes,no,cellular,1608,13,0,unknown,1
43,married,tertiary,no,yes,no,cellular,48,4,0,unknown,0
41,married,tertiary,no,yes,no,cellular,74,1,0,unknown,0
72,married,secondary,no,no,no,cellular,427,1,0,unknown,0
35,married,primary,no,yes,no,cellular,73,1,0,unknown,0
41,married,tertiary,no,yes,no,unknown,14,21,0,unknown,0
36,divorced,primary,no,yes,no,cellular,725,1,0,unknown,1
51,married,primary,no,yes,no,cellular,333,2,0,unknown,0
37,married,tertiary,no,no,no,cellular,244,6,0,unknown,0
42,single,secondary,no,yes,yes,telephone,519,1,1,other,1
26,single,secondary,no,yes,no,cellular,242,7,0,unknown,0
23,single,secondary,no,yes,no,cellular,222,1,0,unknown,0
50,married,tertiary,no,yes,no,cellular,130,2,1,failure,0
37,married,secondary,no,yes,yes,cellular,490,1,0,unknown,0
35,married,tertiary,no,no,no,cellular,258,2,0,unknown,0
37,married,tertiary,no,no,no,cellular,337,2,0,unknown,0
79,divorced,unknown,no,no,no,telephone,220,7,2,failure,0
39,married,secondary,no,no,no,cellular,79,2,2,success,0
47,married,secondary,no,yes,no,telephone,250,1,0,unknown,0
44,married,secondary,no,yes,no,cellular,130,1,0,unknown,0
36,single,tertiary,no,no,no,cellular,882,8,0,unknown,1
33,single,secondary,no,yes,yes,cellular,515,1,1,other,0
42,married,secondary,no,yes,no,cellular,238,3,2,failure,0
35,single,tertiary,no,no,no,telephone,32,2,0,unknown,0
31,married,secondary,no,yes,no,unknown,907,2,0,unknown,0
58,married,primary,no,no,no,unknown,162,1,0,unknown,0
46,married,tertiary,no,no,no,unknown,70,2,0,unknown,0
41,single,secondary,no,yes,no,unknown,99,6,0,unknown,0
58,married,secondary,no,yes,no,unknown,325,1,0,unknown,0
33,married,secondary,no,no,yes,cellular,305,12,0,unknown,0
31,married,secondary,no,yes,no,cellular,631,1,0,unknown,0
55,divorced,secondary,no,no,no,cellular,169,1,1,failure,1
38,single,secondary,no,yes,no,cellular,61,2,0,unknown,0
55,married,secondary,no,no,no,cellular,256,2,0,unknown,0
47,single,tertiary,no,no,no,unknown,58,3,0,unknown,0
51,married,primary,no,yes,no,unknown,142,3,0,unknown,0
46,single,tertiary,no,yes,no,telephone,36,6,2,other,0
61,married,tertiary,no,no,no,cellular,106,1,0,unknown,1
47,single,tertiary,no,no,no,cellular,71,4,0,unknown,0
34,married,secondary,no,no,no,cellular,132,6,0,unknown,0
34,married,secondary,no,yes,no,unknown,120,1,0,unknown,0
41,divorced,tertiary,no,no,no,cellular,181,2,1,failure,0
36,divorced,secondary,no,no,no,unknown,152,2,0,unknown,0
26,single,secondary,no,yes,no,unknown,302,1,0,unknown,0
35,married,tertiary,no,no,no,cellular,93,3,0,unknown,1
36,married,secondary,no,no,no,unknown,235,2,0,unknown,0
26,single,tertiary,no,no,no,cellular,129,1,0,unknown,1
58,married,primary,no,yes,no,cellular,94,2,0,unknown,0
50,married,secondary,no,yes,no,cellular,310,1,0,unknown,0
61,married,secondary,no,yes,no,cellular,195,7,0,unknown,0
28,single,secondary,no,yes,no,unknown,196,1,0,unknown,0
49,single,primary,no,yes,no,unknown,93,1,0,unknown,0
74,married,secondary,no,no,no,telephone,394,2,0,unknown,1
53,married,secondary,no,yes,no,cellular,288,3,0,unknown,0
46,married,secondary,no,yes,no,cellular,208,2,0,unknown,0
47,married,tertiary,no,no,no,cellular,508,1,0,unknown,1
42,single,primary,no,no,no,cellular,86,2,0,unknown,0
56,married,secondary,no,yes,no,cellular,189,1,0,unknown,0
42,married,secondary,no,no,no,unknown,249,2,0,unknown,0
49,married,primary,no,yes,no,cellular,450,1,0,unknown,0
43,single,unknown,no,yes,no,cellular,680,1,1,failure,0
39,married,secondary,no,yes,no,unknown,175,2,0,unknown,0
66,married,primary,no,no,no,cellular,479,1,0,unknown,1
30,single,tertiary,no,no,no,cellular,270,3,4,other,0
38,single,tertiary,no,no,no,cellular,164,1,0,unknown,0
31,married,secondary,no,yes,no,cellular,158,1,1,success,0
32,married,secondary,no,no,no,cellular,50,4,0,unknown,0
48,married,secondary,no,no,no,cellular,80,2,0,unknown,0
34,married,tertiary,no,no,no,cellular,45,1,0,unknown,0
28,single,secondary,no,no,no,cellular,220,2,0,unknown,0
40,single,secondary,no,yes,no,unknown,161,2,0,unknown,0
36,married,secondary,no,no,no,unknown,98,1,0,unknown,0
52,married,secondary,no,no,yes,unknown,79,1,0,unknown,0
46,married,primary,no,yes,yes,unknown,157,2,0,unknown,0
25,single,secondary,no,yes,no,cellular,339,1,0,unknown,0
52,married,secondary,no,yes,no,unknown,274,2,0,unknown,0
40,married,primary,no,yes,no,unknown,977,1,0,unknown,0
26,divorced,tertiary,yes,no,yes,unknown,127,2,0,unknown,0
26,single,primary,no,yes,no,unknown,329,4,0,unknown,0
35,single,secondary,no,no,no,telephone,1441,3,0,unknown,0
40,single,secondary,no,yes,no,unknown,231,1,0,unknown,0
31,married,tertiary,no,yes,no,cellular,96,2,5,failure,0
32,married,secondary,no,yes,no,cellular,213,1,1,failure,0
33,married,secondary,no,yes,no,cellular,335,1,0,unknown,1
53,divorced,secondary,no,yes,no,cellular,959,3,7,other,1
46,divorced,secondary,no,yes,no,cellular,429,3,0,unknown,1
28,single,tertiary,no,no,no,cellular,383,6,0,unknown,0
31,married,secondary,no,yes,no,unknown,40,1,0,unknown,0
44,married,primary,no,yes,no,unknown,110,2,0,unknown,0
35,married,secondary,no,no,no,unknown,326,1,0,unknown,0
50,divorced,unknown,no,yes,no,unknown,179,3,0,unknown,0
32,married,secondary,yes,yes,yes,cellular,132,8,0,unknown,0
51,married,secondary,no,yes,yes,cellular,95,1,0,unknown,0
51,married,tertiary,no,yes,yes,cellular,248,2,0,unknown,0
31,married,unknown,no,yes,no,cellular,100,3,2,failure,0
41,divorced,secondary,no,yes,no,unknown,226,10,0,unknown,0
57,married,tertiary,no,no,yes,unknown,174,3,0,unknown,0
34,single,tertiary,no,yes,no,cellular,29,3,1,failure,0
47,married,secondary,no,yes,no,unknown,176,2,0,unknown,0
47,divorced,secondary,no,yes,no,cellular,106,2,0,unknown,0
36,married,secondary,no,yes,no,cellular,136,1,1,failure,0
29,single,tertiary,no,no,no,cellular,110,2,2,success,1
39,married,secondary,no,no,no,cellular,230,3,0,unknown,0
53,single,unknown,no,no,no,unknown,140,7,0,unknown,0
47,married,secondary,yes,yes,no,unknown,118,2,0,unknown,0
51,divorced,secondary,no,yes,yes,cellular,151,10,0,unknown,0
48,married,secondary,no,yes,no,telephone,693,2,0,unknown,0
32,married,secondary,no,no,no,cellular,31,1,0,unknown,0
36,divorced,tertiary,no,no,no,cellular,125,2,0,unknown,0
50,married,primary,no,yes,yes,cellular,670,4,2,success,1
39,married,secondary,no,yes,no,cellular,454,2,3,failure,1
31,married,secondary,no,yes,yes,unknown,159,3,0,unknown,0
49,married,secondary,no,no,no,cellular,504,2,0,unknown,0
33,divorced,secondary,no,no,no,telephone,29,28,0,unknown,0
26,single,tertiary,no,yes,no,cellular,190,1,1,failure,0
27,married,secondary,no,yes,no,unknown,332,2,0,unknown,0
51,married,primary,no,yes,no,telephone,143,4,1,failure,0
26,single,secondary,no,no,no,cellular,77,1,2,other,0
45,married,secondary,no,no,no,cellular,517,4,0,unknown,0
54,married,secondary,no,no,yes,cellular,2029,1,0,unknown,1
49,married,tertiary,no,yes,no,cellular,269,1,0,unknown,0
47,married,secondary,no,no,no,cellular,457,2,0,unknown,0
42,married,primary,no,no,yes,cellular,184,1,0,unknown,0
50,married,tertiary,no,yes,no,cellular,47,4,0,unknown,0
37,married,secondary,no,yes,no,unknown,158,2,0,unknown,0
54,married,primary,no,no,no,telephone,168,3,0,unknown,0
40,married,secondary,no,yes,no,cellular,50,1,0,unknown,0
50,married,secondary,no,no,yes,cellular,757,4,0,unknown,0
57,married,secondary,no,yes,yes,cellular,93,4,0,unknown,0
33,married,secondary,no,no,no,cellular,285,2,0,unknown,0
49,married,secondary,no,yes,no,cellular,390,1,0,unknown,0
35,married,secondary,no,yes,no,cellular,146,2,0,unknown,0
28,single,secondary,no,yes,no,unknown,386,1,0,unknown,0
58,married,tertiary,no,no,no,cellular,145,7,0,unknown,0
31,single,secondary,no,no,yes,cellular,230,1,0,unknown,0
36,divorced,tertiary,no,no,no,cellular,237,2,1,failure,0
49,single,primary,no,no,no,cellular,474,2,0,unknown,0
30,married,secondary,no,yes,no,unknown,350,4,0,unknown,0
29,single,secondary,no,yes,no,cellular,487,7,0,unknown,0
50,married,unknown,no,no,no,unknown,1009,2,0,unknown,0
26,single,tertiary,no,no,no,cellular,87,1,2,success,1
27,married,secondary,no,yes,yes,telephone,82,3,0,unknown,0
32,single,secondary,no,yes,no,cellular,183,1,0,unknown,0
62,married,secondary,no,no,no,telephone,139,5,0,unknown,0
34,single,secondary,no,yes,no,unknown,115,3,0,unknown,0
25,single,tertiary,no,no,no,cellular,124,2,0,unknown,0
34,single,tertiary,no,yes,no,unknown,633,28,0,unknown,0
44,single,secondary,no,no,no,telephone,718,1,0,unknown,1
38,married,tertiary,no,yes,no,cellular,63,1,0,unknown,0
57,married,secondary,no,no,no,cellular,180,1,2,failure,0
36,married,tertiary,no,no,no,cellular,47,1,1,failure,0
41,married,secondary,no,yes,no,cellular,391,1,0,unknown,0
36,single,tertiary,no,no,yes,unknown,85,3,0,unknown,0
27,single,tertiary,no,yes,no,cellular,373,1,0,unknown,0
37,divorced,secondary,no,no,no,cellular,289,2,0,unknown,0
47,single,tertiary,no,no,no,telephone,805,1,1,other,1
31,divorced,primary,no,yes,no,cellular,623,1,1,success,1
39,married,secondary,no,yes,no,unknown,483,1,0,unknown,0
35,divorced,tertiary,no,yes,no,unknown,26,2,0,unknown,0
40,married,secondary,no,yes,no,unknown,112,3,0,unknown,0
38,single,tertiary,no,yes,no,cellular,213,2,0,unknown,0
31,married,secondary,no,yes,no,cellular,129,1,0,unknown,0
36,married,primary,no,no,no,cellular,330,1,4,success,1
53,married,primary,no,no,no,unknown,104,1,0,unknown,0
59,married,primary,no,no,no,unknown,184,1,0,unknown,0
29,single,tertiary,no,no,no,cellular,120,3,0,unknown,0
30,single,secondary,no,yes,no,unknown,159,4,0,unknown,0
52,married,secondary,no,yes,no,unknown,391,3,0,unknown,0
55,married,secondary,no,yes,no,cellular,112,2,0,unknown,0
56,married,primary,no,yes,no,unknown,76,1,0,unknown,0
32,married,secondary,no,yes,no,unknown,189,2,0,unknown,0
24,married,secondary,no,no,no,unknown,94,1,0,unknown,0
51,married,primary,no,yes,no,unknown,184,3,0,unknown,0
36,married,tertiary,no,yes,no,cellular,100,2,0,unknown,0
36,married,tertiary,no,yes,no,cellular,57,1,0,unknown,0
42,married,tertiary,no,yes,no,cellular,525,3,0,unknown,1
49,married,secondary,no,yes,no,cellular,60,1,0,unknown,0
48,married,secondary,no,yes,no,unknown,251,11,0,unknown,0
36,married,secondary,no,yes,no,unknown,251,3,0,unknown,0
48,married,primary,no,no,no,cellular,219,6,0,unknown,0
30,married,tertiary,no,no,no,cellular,976,12,0,unknown,1
27,single,tertiary,yes,no,yes,cellular,46,1,0,unknown,0
38,married,tertiary,no,yes,no,cellular,185,3,0,unknown,0
36,single,secondary,yes,no,no,cellular,587,2,0,unknown,1
45,married,secondary,no,no,no,cellular,65,2,0,unknown,0
44,married,tertiary,no,no,no,unknown,491,1,0,unknown,0
42,married,secondary,no,yes,no,cellular,432,2,0,unknown,0
37,married,tertiary,no,no,no,cellular,102,1,0,unknown,0
48,married,secondary,no,yes,no,cellular,264,1,1,failure,0
57,married,primary,no,yes,no,cellular,75,1,6,failure,0
44,married,secondary,no,yes,yes,cellular,106,2,0,unknown,0
48,married,secondary,no,yes,yes,cellular,81,1,0,unknown,0
56,married,primary,no,no,no,cellular,89,23,0,unknown,0
37,married,tertiary,no,yes,no,unknown,95,2,0,unknown,0
47,married,secondary,no,yes,no,unknown,322,1,0,unknown,0
54,married,unknown,no,no,no,cellular,94,5,3,other,0
51,divorced,secondary,no,no,no,cellular,417,1,9,other,1
47,married,secondary,no,no,no,cellular,567,1,3,success,1
25,married,tertiary,no,yes,yes,cellular,600,4,4,other,1
39,single,secondary,no,no,no,unknown,5,1,0,unknown,0
40,married,tertiary,no,yes,no,cellular,464,5,0,unknown,0
38,single,tertiary,no,no,no,cellular,222,1,0,unknown,0
34,married,tertiary,no,yes,no,cellular,469,1,0,unknown,1
53,married,primary,no,no,no,cellular,99,1,0,unknown,0
32,married,secondary,no,yes,no,unknown,297,2,0,unknown,0
35,married,secondary,no,yes,no,cellular,41,3,0,unknown,0
24,single,secondary,no,no,no,cellular,390,1,0,unknown,0
58,married,primary,no,yes,no,unknown,535,2,0,unknown,0
49,married,primary,no,no,no,cellular,269,2,0,unknown,1
45,single,secondary,no,yes,no,cellular,1010,3,1,other,0
55,married,tertiary,no,yes,no,cellular,73,6,0,unknown,0
42,married,tertiary,no,yes,yes,unknown,650,1,0,unknown,0
28,married,secondary,no,yes,no,unknown,53,2,0,unknown,0
48,married,secondary,no,no,yes,unknown,270,1,0,unknown,0
51,single,tertiary,yes,yes,no,cellular,119,6,0,unknown,0
38,married,primary,no,no,no,cellular,634,2,0,unknown,0
27,single,secondary,no,no,no,unknown,72,2,0,unknown,0
50,single,secondary,no,yes,no,cellular,270,1,2,failure,0
44,married,primary,no,yes,no,cellular,165,2,1,failure,0
40,married,tertiary,no,no,no,cellular,164,2,0,unknown,0
29,single,secondary,no,yes,no,cellular,196,1,0,unknown,0
34,married,secondary,no,yes,no,cellular,78,4,0,unknown,0
44,single,tertiary,no,yes,no,cellular,897,4,0,unknown,1
50,married,tertiary,no,no,no,cellular,22,8,0,unknown,0
34,married,tertiary,no,yes,no,cellular,161,3,0,unknown,0
54,divorced,primary,no,no,no,unknown,23,4,0,unknown,0
34,married,tertiary,no,yes,no,cellular,490,2,0,unknown,0
34,single,tertiary,no,yes,yes,cellular,359,1,0,unknown,1
52,married,primary,no,yes,no,cellular,213,2,0,unknown,0
