"account_length","international_plan","voice_mail_plan","number_vmail_messages","total_day_minutes","total_day_calls","total_night_minutes","total_night_calls","total_intl_minutes","total_intl_calls","total_intl_charge","number_customer_service_calls","churn"
62,"no","yes",42,137.3,95,231.4,70,10.2,3,2.75,0,"no"
69,"no","no",0,221.6,88,211.7,116,8.6,9,2.32,1,"no"
78,"no","no",0,226.3,88,200.9,120,7.8,11,2.11,1,"yes"
83,"no","no",0,117.9,101,235.3,150,11.4,10,3.08,0,"no"
86,"no","no",0,125.5,139,235.8,110,8.9,8,2.4,1,"no"
89,"no","no",0,89.5,66,225.1,116,12.3,1,3.32,3,"no"
125,"yes","yes",29,260.8,81,271.7,117,17,6,4.59,1,"yes"
138,"no","no",0,240.8,104,125.7,98,11.6,1,3.13,0,"no"
90,"no","no",0,114.4,122,253.1,109,10.1,5,2.73,2,"no"
94,"no","yes",38,170.1,124,105.9,73,12.8,4,3.46,1,"no"
135,"yes","yes",24,127.7,54,234.3,84,5.8,4,1.57,2,"no"
84,"no","no",0,181.5,129,186.5,118,8.5,4,2.3,1,"no"
128,"no","yes",28,115.4,96,209.3,69,17.7,4,4.78,0,"no"
99,"no","no",0,256.4,44,233.7,75,7.9,1,2.13,3,"yes"
65,"no","no",0,182.5,58,189.1,97,8.6,5,2.32,1,"no"
112,"no","yes",29,198.8,122,289.5,69,11.5,5,3.11,1,"no"
161,"yes","no",0,189.6,78,184.5,137,1.3,6,0.35,1,"no"
82,"no","yes",23,165.2,103,170.9,90,11.8,2,3.19,1,"no"
92,"yes","no",0,173.1,140,233.2,117,9,5,2.43,1,"no"
98,"no","yes",19,110.5,87,243.6,84,11,4,2.97,1,"no"
56,"no","yes",37,153.7,97,179,121,8.3,2,2.24,1,"no"
82,"no","yes",23,123.7,93,174.5,118,10.6,2,2.86,1,"no"
53,"no","yes",32,131.2,63,178.9,105,12.8,2,3.46,2,"no"
162,"no","no",0,184.5,118,180.5,82,11.6,3,3.13,1,"no"
104,"no","yes",18,182.1,66,193,108,13.4,9,3.62,2,"no"
176,"no","no",0,216.7,91,231.1,110,9,4,2.43,1,"no"
141,"no","no",0,264.3,90,208.8,72,9.6,3,2.59,0,"yes"
149,"no","yes",20,198.9,77,190.7,76,14.3,9,3.86,1,"no"
3,"no","no",0,125.5,100,270.4,119,5.9,6,1.59,3,"yes"
98,"no","no",0,169.9,77,142.6,105,8.5,7,2.3,1,"no"
194,"no","no",0,258.3,76,241.8,106,13.6,4,3.67,1,"yes"
65,"no","no",0,158.8,53,189.3,87,9.8,4,2.65,2,"no"
83,"no","yes",33,228.2,85,93.5,89,10.2,7,2.75,0,"no"
89,"no","no",0,141.1,92,136,73,10.8,2,2.92,2,"no"
65,"no","no",0,153.9,117,280.5,147,8.5,3,2.3,2,"no"
36,"no","yes",25,152.8,110,147.4,74,9.1,2,2.46,1,"no"
68,"no","no",0,231.1,57,191.3,123,9.6,4,2.59,3,"no"
186,"no","yes",26,74.3,107,296.3,90,14.5,3,3.92,2,"no"
122,"no","no",0,128.3,89,166.6,128,11.2,5,3.02,1,"no"
3,"yes","no",0,161,96,180.8,103,7.7,6,2.08,1,"no"
96,"yes","no",0,99.8,101,112.5,75,7.5,6,2.03,0,"no"
56,"no","no",0,79.3,115,245.7,99,10.1,4,2.73,1,"no"
133,"no","no",0,221.1,133,161.8,84,8.4,3,2.27,4,"no"
95,"no","no",0,88,81,237.7,90,9.8,2,2.65,2,"no"
70,"no","no",0,126.3,99,255.9,96,9.6,2,2.59,0,"no"
165,"no","no",0,156,88,175.9,94,9.3,5,2.51,1,"no"
115,"no","no",0,265.9,112,185.2,106,14.6,7,3.94,1,"no"
116,"no","yes",44,230.6,94,244,76,11.1,2,3,0,"no"
93,"no","no",0,173,131,290,66,10.4,2,2.81,0,"no"
95,"no","no",0,203.4,96,173,105,13.7,3,3.7,2,"no"
100,"no","yes",26,197.7,80,196.7,120,12,5,3.24,1,"no"
96,"yes","no",0,200.6,117,98.3,95,11.2,5,3.02,2,"no"
142,"no","no",0,204.2,98,231.2,136,6.5,6,1.76,1,"no"
89,"no","no",0,94.5,107,196.2,131,15,5,4.05,1,"no"
52,"no","no",0,207.1,86,243,102,6,1,1.62,1,"no"
137,"no","no",0,230.2,113,204.7,111,10.7,7,2.89,4,"no"
41,"no","no",0,159.3,66,261.9,76,11.1,5,3,1,"no"
77,"no","yes",24,149.4,74,174.3,84,10.1,6,2.73,1,"no"
65,"no","yes",31,282.3,70,225.5,93,12,4,3.24,1,"no"
170,"no","no",0,246.4,107,166.4,95,9.1,8,2.46,0,"no"
137,"no","no",0,151.8,90,171.8,122,10.8,5,2.92,2,"no"
91,"no","no",0,154.4,165,239.9,81,11.7,4,3.16,5,"yes"
95,"no","yes",27,190.8,76,227.3,95,5.9,1,1.59,2,"no"
120,"no","no",0,198.8,56,119.8,81,9.9,3,2.67,2,"no"
132,"no","no",0,81.1,86,237,115,10.3,2,2.78,0,"no"
83,"no","no",0,48.4,105,154.1,80,11.5,4,3.11,2,"no"
66,"no","yes",21,134.4,110,215.6,105,9.7,4,2.62,3,"no"
122,"no","no",0,173.6,110,211.7,103,9.7,7,2.62,3,"no"
96,"no","no",0,144,102,227.7,91,10,7,2.7,1,"no"
93,"no","yes",32,218.7,117,192.7,85,9.4,5,2.54,2,"no"
35,"no","no",0,124.2,102,135.7,100,13.1,8,3.54,2,"no"
128,"no","no",0,227.9,130,191.5,82,5.5,7,1.49,1,"yes"
106,"no","no",0,147.9,97,162.1,80,8.8,5,2.38,2,"no"
93,"no","no",0,120.6,104,182.5,107,9.6,6,2.59,2,"no"
122,"no","no",0,231.2,141,240.3,100,8.8,5,2.38,1,"yes"
72,"no","no",0,168.3,76,200.2,132,12,3,3.24,2,"no"
42,"no","yes",34,131.5,143,177.3,117,10.9,5,2.94,0,"no"
113,"no","no",0,203.4,85,240,107,8.3,5,2.24,1,"no"
112,"no","no",0,266,97,306.2,100,14.2,2,3.83,2,"yes"
57,"no","no",0,272.7,74,178.2,104,10.5,3,2.84,2,"yes"
78,"no","no",0,254.1,112,267.1,124,16.3,3,4.4,0,"yes"
107,"no","yes",14,114.3,132,194.7,74,7.5,8,2.03,1,"no"
90,"no","no",0,193.8,90,153.3,120,10.1,9,2.73,3,"no"
119,"no","no",0,294.2,100,195,64,9,1,2.43,0,"yes"
119,"no","yes",26,132,100,203.5,108,11.6,5,3.13,1,"no"
159,"no","no",0,181,107,175.8,41,9.9,4,2.67,7,"no"
76,"no","yes",33,189.7,66,165.7,108,10,5,2.7,1,"no"
91,"no","yes",34,175.3,96,143.9,76,5.6,11,1.51,1,"no"
142,"no","yes",22,224.4,114,241.4,98,8.8,2,2.38,1,"no"
121,"no","no",0,162.4,87,117.4,125,5.8,5,1.57,2,"no"
124,"no","no",0,193,97,172.8,104,15.3,3,4.13,1,"no"
55,"yes","no",0,269.6,121,219,98,8.2,6,2.21,1,"no"
36,"no","no",0,178.6,83,198,119,10.9,5,2.94,1,"no"
43,"yes","no",0,251.5,105,157.8,67,9.3,4,2.51,0,"no"
157,"no","no",0,185.1,92,196.1,85,8.5,5,2.3,2,"no"
152,"no","no",0,197.1,126,78.1,100,7.4,4,2,3,"no"
96,"no","no",0,217.8,120,227.7,111,11.6,3,3.13,0,"no"
90,"no","yes",24,71.2,82,186.9,111,12.9,1,3.48,1,"no"
64,"no","no",0,124.1,117,162.9,84,6.4,5,1.73,3,"no"
10,"no","no",0,183,103,206.4,73,8.7,6,2.35,2,"no"
110,"no","no",0,241.2,105,245.3,59,8.5,4,2.3,2,"no"
122,"no","no",0,243.8,98,179.8,84,13.7,8,3.7,2,"no"
95,"no","no",0,174,57,197.2,94,9.7,2,2.62,0,"no"
110,"no","no",0,74.5,117,192.2,101,9.8,7,2.65,3,"no"
6,"no","no",0,183.6,117,178.6,79,10.2,2,2.75,1,"no"
116,"no","yes",24,183.6,138,166.9,89,6,3,1.62,2,"no"
167,"no","no",0,131.6,120,168.3,97,11.1,4,3,4,"yes"
108,"no","no",0,293,88,143.9,87,10,6,2.7,2,"no"
87,"no","no",0,198.3,80,133.5,96,16.6,4,4.48,2,"no"
58,"no","no",0,191.3,120,100.3,132,8.6,9,2.32,3,"no"
155,"yes","yes",38,234.6,84,196.7,69,8,2,2.16,1,"yes"
82,"no","no",0,143.7,116,287.7,95,7.8,5,2.11,1,"no"
105,"yes","yes",31,172.5,103,261.6,104,10.8,4,2.92,2,"no"
71,"no","no",0,185,84,191.1,82,14.9,4,4.02,3,"no"
52,"no","no",0,165.9,122,202.1,94,8.3,3,2.24,1,"no"
90,"no","no",0,109.9,102,104,133,10.9,6,2.94,0,"no"
115,"no","no",0,245,97,270.2,124,13.7,8,3.7,1,"yes"
171,"no","no",0,270.5,69,136,111,9.6,5,2.59,1,"yes"
134,"no","no",0,296,93,246.8,98,12.3,10,3.32,0,"yes"
50,"no","yes",35,192.6,97,216.2,101,7.9,2,2.13,2,"no"
153,"no","no",0,193.8,90,182.7,108,8.5,3,2.3,1,"no"
127,"no","yes",19,129.7,115,265,63,12.2,3,3.29,2,"no"
134,"no","yes",32,216.8,78,174,83,8.6,2,2.32,0,"no"
110,"no","no",0,251.3,91,249,70,12.9,2,3.48,1,"yes"
102,"no","no",0,167.1,80,179.9,103,11.6,3,3.13,5,"no"
143,"no","no",0,271.7,67,101.1,55,17.2,5,4.64,1,"no"
100,"no","no",0,203.8,122,197.3,83,12.5,3,3.38,0,"no"
140,"no","no",0,235.5,81,103.1,111,11.5,4,3.11,2,"no"
97,"no","no",0,144.2,91,144.6,72,13.8,4,3.73,3,"no"
133,"no","no",0,143.8,71,275.5,132,12.9,4,3.48,3,"no"
141,"no","no",0,215.6,113,153.8,107,12.4,6,3.35,1,"no"
99,"no","no",0,169.2,70,170.2,104,10.6,2,2.86,0,"no"
126,"no","no",0,321.3,99,193.6,106,8,4,2.16,1,"yes"
116,"no","no",0,160.7,69,287.8,144,8.2,5,2.21,0,"no"
34,"no","no",0,128.8,80,202.1,103,14,7,3.78,1,"no"
116,"no","no",0,119,94,199.7,65,8.8,5,2.38,2,"no"
63,"no","no",0,147.8,95,154.9,118,8.6,8,2.32,1,"no"
81,"no","yes",28,167.9,147,193,103,9.2,6,2.48,4,"yes"
124,"yes","no",0,157.8,71,168.7,82,10,2,2.7,3,"yes"
111,"no","no",0,176.4,62,150.4,138,11.2,2,3.02,0,"no"
84,"no","yes",35,207.5,138,164.5,107,7.5,16,2.03,4,"no"
85,"no","no",0,274.7,79,296.9,74,9.4,10,2.54,1,"no"
131,"no","no",0,103.5,105,248.2,95,11.7,2,3.16,5,"yes"
35,"no","no",0,138.1,115,215.7,118,10.3,2,2.78,5,"yes"
73,"no","yes",31,82.3,105,229.6,98,11.8,2,3.19,6,"yes"
112,"no","no",0,101.1,119,179.5,112,10.3,5,2.78,2,"no"
138,"no","no",0,170.5,87,187.9,111,11.2,7,3.02,2,"no"
73,"yes","yes",34,252.9,103,144.9,65,11.4,3,3.08,0,"no"
82,"no","no",0,189.2,81,255.8,83,10.6,5,2.86,3,"yes"
65,"no","yes",23,224.2,106,222.8,75,9.8,4,2.65,0,"no"
134,"no","no",0,208.3,86,291,86,12.6,3,3.4,1,"no"
96,"no","no",0,179.5,125,264.5,133,6.6,2,1.78,1,"no"
107,"no","yes",36,96.3,83,166.3,121,10.3,2,2.78,1,"no"
72,"no","no",0,212.7,92,140.3,90,12.9,6,3.48,0,"no"
81,"no","no",0,203.5,89,212.9,71,8.7,3,2.35,3,"no"
136,"no","no",0,259,105,255.1,107,11.1,3,3,3,"no"
108,"yes","no",0,137.3,68,238.7,101,8.9,1,2.4,1,"yes"
112,"no","no",0,172.1,73,269.4,96,14.1,3,3.81,2,"no"
60,"no","no",0,220.6,57,249,129,6.8,3,1.84,1,"no"
72,"no","yes",21,186.7,108,187.2,119,16.5,4,4.46,1,"no"
138,"no","no",0,180.5,82,244.4,89,10.3,7,2.78,2,"no"
124,"no","no",0,244.6,91,303.4,104,12,5,3.24,0,"no"
16,"no","no",0,205.6,69,220.1,64,10.9,3,2.94,0,"no"
38,"no","no",0,194.4,94,223.3,90,10.8,5,2.92,3,"no"
106,"no","no",0,159.6,94,223.5,65,8.8,3,2.38,0,"no"
222,"no","yes",34,218.5,89,181.6,76,4.9,5,1.32,4,"no"
121,"no","no",0,144.8,126,208.8,81,13.3,9,3.59,0,"yes"
132,"no","no",0,163.2,80,87.5,90,6.2,10,1.67,1,"no"
68,"no","no",0,143.6,80,215.6,84,15.5,5,4.19,2,"no"
57,"no","no",0,161,113,208.1,81,8.4,4,2.27,3,"no"
145,"no","no",0,189.3,113,218.3,103,14.2,3,3.83,5,"no"
119,"yes","yes",32,173,101,231.1,91,12.2,4,3.29,0,"no"
88,"no","yes",14,298.8,92,257.9,65,11.9,4,3.21,5,"no"
33,"no","no",0,251.9,81,211.2,87,8.4,3,2.27,2,"no"
95,"no","yes",35,238.3,86,194.9,72,13.1,4,3.54,5,"no"
80,"no","no",0,195.1,65,124.4,96,9.2,6,2.48,2,"no"
139,"no","no",0,165,132,170.3,128,12.6,8,3.4,1,"no"
119,"no","yes",26,161.3,97,142.4,92,6.6,8,1.78,1,"no"
75,"yes","no",0,153.2,78,153.5,100,7.8,3,2.11,1,"no"
73,"no","no",0,182.3,115,120.2,113,18,5,4.86,1,"no"
104,"yes","no",0,148.2,108,259.3,103,11,4,2.97,0,"no"
109,"no","no",0,137,128,182.1,86,10,5,2.7,2,"no"
141,"no","yes",23,149.7,112,220.3,115,7.6,2,2.05,3,"no"
135,"no","no",0,190.9,44,231.9,100,8.4,2,2.27,1,"no"
164,"no","yes",32,111.7,116,176.5,76,8,5,2.16,1,"no"
137,"no","no",0,209.1,104,214.4,83,14.8,4,4,3,"no"
117,"yes","no",0,167.1,86,249.4,132,14.1,7,3.81,2,"yes"
132,"no","yes",36,226.2,103,258.8,102,10.5,5,2.84,3,"yes"
149,"no","no",0,196.3,108,154.7,87,7.7,3,2.08,2,"no"
169,"no","no",0,192.8,98,266.3,102,11.4,6,3.08,2,"no"
120,"no","no",0,215.7,75,211.2,91,11.4,5,3.08,2,"no"
190,"no","no",0,150.9,86,179.9,73,14.7,1,3.97,1,"no"
67,"no","no",0,138.9,65,232.4,82,9.2,3,2.48,2,"no"
210,"no","yes",31,313.8,87,192.7,97,10.1,7,2.73,3,"no"
108,"no","no",0,112,105,208.9,93,4.1,4,1.11,4,"yes"
160,"no","no",0,166.8,109,307.6,77,9.3,1,2.51,1,"no"
42,"no","no",0,166.8,138,194.7,70,12.4,9,3.35,2,"no"
110,"no","no",0,271.1,108,239.9,122,9.8,5,2.65,2,"yes"
69,"no","no",0,167.4,105,209.3,83,16,2,4.32,1,"no"
188,"no","no",0,231.1,92,227.2,89,9.8,5,2.65,4,"no"
66,"no","yes",36,106.7,76,190.4,117,12.1,2,3.27,1,"no"
159,"no","yes",19,184.1,78,225.6,101,16.9,3,4.56,0,"no"
83,"no","yes",26,226.4,117,133.6,82,10.8,7,2.92,1,"no"
75,"no","no",0,226.1,105,246.2,98,10.3,5,2.78,1,"no"
136,"no","no",0,92,117,214.1,90,10.3,10,2.78,1,"no"
97,"no","yes",32,183.4,94,203.5,38,6.7,4,1.81,5,"no"
133,"yes","no",0,127.3,108,135,88,10.3,3,2.78,1,"no"
16,"no","no",0,153.2,65,148.2,94,10.7,8,2.89,1,"no"
76,"no","no",0,107.3,140,271.8,116,10,3,2.7,4,"yes"
101,"no","no",0,158.4,92,219.7,125,13.5,4,3.65,4,"yes"
105,"yes","yes",28,156.1,89,167.7,95,14.7,3,3.97,0,"yes"
77,"no","no",0,230,87,309.6,136,11.3,3,3.05,2,"no"
54,"no","no",0,273.8,113,267.6,117,11.7,3,3.16,1,"no"
37,"no","no",0,206,89,307.1,86,8.4,11,2.27,0,"no"
82,"no","yes",19,146.5,73,199,114,4.1,4,1.11,1,"no"
95,"no","no",0,156.6,88,192.3,115,12.3,5,3.32,3,"no"
99,"no","no",0,155.3,93,145.7,67,12.4,4,3.35,0,"no"
152,"no","no",0,302.8,143,214.9,114,10.9,4,2.94,2,"yes"
81,"no","no",0,145.4,132,186.4,109,5.2,4,1.4,1,"no"
64,"no","yes",40,210,116,168.8,94,5.9,4,1.59,8,"no"
66,"no","no",0,116.4,98,181.5,94,10.5,3,2.84,3,"no"
99,"no","no",0,124.6,90,169.4,95,10.5,6,2.84,1,"no"
88,"yes","no",0,235.1,98,285.9,76,7.2,2,1.94,4,"yes"
115,"no","no",0,195.9,111,313.2,113,13.2,1,3.56,2,"no"
132,"no","no",0,126.8,83,223.4,106,7.1,5,1.92,3,"no"
106,"no","no",0,212.9,110,128.1,71,6.3,3,1.7,3,"no"
100,"no","no",0,188.5,152,179.8,88,15.2,5,4.1,2,"no"
133,"no","no",0,295,141,229.4,109,12.9,4,3.48,2,"yes"
158,"no","no",0,195.9,103,302.2,82,10.3,3,2.78,1,"no"
128,"no","no",0,187.3,84,206.4,68,10.1,5,2.73,1,"no"
52,"no","no",0,214.7,68,123.4,114,9.4,4,2.54,2,"no"
86,"no","yes",38,123,158,138.2,103,13.3,4,3.59,1,"no"
81,"no","no",0,220.8,77,183.9,100,7.6,3,2.05,2,"no"
98,"no","yes",21,64.6,98,244.8,84,0,0,0,2,"no"
120,"no","yes",31,153.5,83,237.4,76,11.4,4,3.08,0,"no"
147,"no","no",0,124.4,74,157.2,126,10.4,4,2.81,2,"no"
104,"no","no",0,139.7,78,203.6,102,11.3,5,3.05,2,"no"
102,"no","no",0,143.7,82,310.9,112,9.8,1,2.65,2,"no"
71,"no","no",0,277.5,104,126.9,101,8.2,2,2.21,1,"no"
101,"no","yes",28,220.3,96,203,111,9.4,6,2.54,4,"no"
78,"no","no",0,140,84,224.5,102,9,6,2.43,2,"no"
85,"no","no",0,176.4,122,219.6,50,11.5,1,3.11,1,"no"
102,"no","no",0,184.6,133,225.2,105,6.8,8,1.84,1,"no"
84,"no","no",0,216.1,114,217.8,104,9.8,3,2.65,1,"no"
97,"no","yes",27,125.9,90,230,71,7.3,7,1.97,0,"no"
95,"no","no",0,186.4,85,294.7,73,9.1,5,2.46,1,"no"
193,"no","yes",31,71.2,58,155.5,108,11.7,3,3.16,0,"no"
80,"no","yes",22,196.4,115,176.2,75,9.3,1,2.51,0,"no"
131,"no","no",0,240.9,108,322.2,109,14.7,8,3.97,3,"no"
58,"no","yes",30,178.1,111,264,118,8.4,2,2.27,0,"no"
127,"no","no",0,245.2,91,243.1,128,13.9,6,3.75,0,"yes"
61,"no","yes",31,288.7,101,203.2,49,8.6,3,2.32,0,"no"
116,"no","no",0,271,114,193.5,109,13.7,2,3.7,5,"yes"
126,"yes","yes",26,129.3,123,154.5,102,9.6,7,2.59,1,"no"
97,"no","no",0,238.6,85,180.5,127,16.2,8,4.37,0,"no"
73,"no","no",0,67,76,236.5,151,11.2,2,3.02,1,"no"
110,"no","no",0,162,81,155.5,99,8.9,8,2.4,0,"no"
51,"no","no",0,180.5,88,170.7,97,10,3,2.7,2,"no"
84,"no","no",0,225.9,86,201.4,108,14.3,3,3.86,3,"yes"
127,"no","no",0,189.7,110,175.2,79,8.5,8,2.3,2,"no"
124,"no","no",0,254.3,113,153.2,69,11.8,2,3.19,2,"no"
138,"no","no",0,89.1,117,190.5,71,9.9,4,2.67,2,"no"
116,"no","no",0,149.6,74,174.1,100,16.4,7,4.43,0,"no"
116,"no","yes",23,253,78,277.8,104,11.8,3,3.19,2,"no"
51,"no","yes",43,158.2,94,190.4,91,8.5,2,2.3,2,"no"
52,"no","no",0,217,104,134.3,109,11.8,4,3.19,2,"no"
163,"no","yes",30,195.2,123,221,90,9,5,2.43,5,"yes"
24,"no","no",0,265.6,86,182.5,105,11.1,6,3,2,"yes"
174,"no","no",0,235.5,108,316.7,131,12.5,5,3.38,0,"no"
161,"no","yes",39,218.5,76,205.1,121,7.3,4,1.97,1,"no"
40,"no","no",0,309.4,86,197.1,116,11.2,5,3.02,3,"yes"
80,"yes","no",0,189.1,122,269,116,13.9,3,3.75,2,"yes"
128,"no","no",0,268.1,95,220.8,121,14.4,6,3.89,2,"no"
181,"no","yes",27,190.3,93,215.7,82,10.6,4,2.86,1,"no"
97,"no","yes",43,121.1,105,222.4,100,8.3,5,2.24,3,"no"
102,"no","no",0,200.6,106,199.4,128,7.7,2,2.08,3,"no"
146,"no","no",0,149.3,83,149.8,100,7.9,4,2.13,7,"yes"
134,"no","no",0,7.8,86,186.5,80,12.9,2,3.48,2,"no"
85,"no","no",0,255.3,114,276.6,78,3.7,5,1,3,"no"
78,"no","no",0,163.6,88,262.1,108,8.6,9,2.32,0,"no"
67,"no","no",0,125,96,205.7,75,10.2,4,2.75,1,"yes"
84,"no","no",0,191,88,247.3,79,6.5,4,1.76,0,"no"
83,"no","no",0,159.3,104,229,73,9.5,3,2.57,2,"no"
118,"no","no",0,154.8,71,159.6,81,12.8,4,3.46,0,"no"
61,"no","no",0,7.2,97,174.5,94,12,4,3.24,1,"no"
122,"yes","no",0,230.9,132,182.4,57,11,2,2.97,0,"yes"
129,"yes","no",0,267.4,78,111.7,146,5.9,4,1.59,1,"no"
122,"no","no",0,296.4,99,133.9,107,11.4,3,3.08,4,"yes"
120,"no","yes",27,153.5,84,256.5,94,10.2,7,2.75,5,"no"
142,"no","yes",40,237.4,105,210.3,110,9.2,3,2.48,3,"no"
181,"no","yes",40,105.2,61,165.7,97,6.3,3,1.7,2,"no"
76,"no","yes",37,190.8,58,211.2,104,12.3,4,3.32,1,"no"
30,"no","no",0,162.3,96,180.1,89,9.1,4,2.46,2,"no"
46,"no","no",0,124.8,133,199.3,72,8.6,4,2.32,2,"no"
115,"yes","no",0,249.9,95,151.7,121,15.3,6,4.13,1,"yes"
28,"no","no",0,171.2,90,210.5,139,14,4,3.78,2,"no"
94,"no","no",0,114.4,115,205.2,78,5.9,2,1.59,3,"no"
106,"no","no",0,160.8,73,249.2,131,7.2,3,1.94,1,"no"
101,"no","yes",29,121.1,116,241.7,75,10.1,6,2.73,0,"no"
72,"no","no",0,166.5,102,262.7,85,13.3,5,3.59,0,"no"
72,"no","no",0,141.3,133,227.5,97,11.2,3,3.02,2,"no"
82,"no","no",0,164.1,84,241.5,87,13.3,4,3.59,1,"no"
90,"no","no",0,272.2,75,252.6,100,9.2,2,2.48,0,"no"
96,"no","no",0,264.6,117,77.1,89,8.1,4,2.19,0,"no"
80,"no","no",0,209.9,74,208.2,119,8.8,4,2.38,2,"no"
55,"no","no",0,189,100,248.1,87,17.1,6,4.62,0,"no"
26,"no","no",0,234.5,109,191.6,94,3.5,6,0.95,3,"no"
140,"no","yes",24,235.4,92,211.9,99,8.9,2,2.4,3,"no"
166,"yes","yes",35,128.2,138,298.9,130,8.8,7,2.38,2,"no"
60,"no","no",0,190.8,100,151.7,110,9.9,9,2.67,0,"no"
138,"no","no",0,251,119,142.2,87,13.8,3,3.73,3,"no"
143,"no","no",0,211.4,94,243.2,108,5.5,5,1.49,1,"yes"
80,"no","no",0,198.1,160,182.1,76,9.3,3,2.51,3,"no"
7,"no","yes",33,211.8,99,244.2,125,11.2,4,3.02,2,"no"
100,"no","no",0,131.1,108,89.7,81,4.3,4,1.16,1,"no"
73,"no","yes",47,173.7,117,174.6,94,6.3,3,1.7,2,"no"
71,"no","no",0,258.4,132,182.4,87,9.7,8,2.62,4,"no"
119,"no","no",0,124.3,68,157.4,93,14.8,1,4,0,"no"
78,"no","no",0,185.8,102,202.8,86,13.3,6,3.59,2,"no"
40,"no","no",0,242.5,82,154,86,9.6,7,2.59,0,"no"
109,"no","no",0,168,103,196.9,65,7.1,4,1.92,0,"no"
97,"no","no",0,169.7,84,191.9,83,12.8,6,3.46,3,"no"
82,"no","no",0,217.6,82,248.9,124,12.7,3,3.43,0,"no"
104,"no","no",0,138.7,107,234.9,74,10,3,2.7,0,"no"
125,"no","no",0,233.3,65,210.6,109,9.1,4,2.46,1,"no"
136,"no","no",0,163.4,83,249.7,90,9.8,4,2.65,7,"no"
104,"no","no",0,183.6,133,215.1,112,12.7,2,3.43,1,"no"
73,"no","no",0,122,92,224.2,128,5.8,5,1.57,1,"no"
42,"yes","no",0,260.9,94,212.6,94,11.1,4,3,1,"no"
145,"no","no",0,245.8,116,240.7,115,9,13,2.43,1,"yes"
155,"no","no",0,216.7,30,135.3,106,10.8,1,2.92,2,"no"
108,"no","no",0,210.6,117,201.4,68,9.4,5,2.54,0,"no"
57,"no","yes",26,138.7,99,261.7,95,13,5,3.51,2,"no"
88,"no","no",0,294.3,83,177.3,105,5.8,7,1.57,2,"yes"
105,"no","no",0,181.9,70,194.6,80,8.1,9,2.19,1,"no"
113,"no","no",0,193.1,93,215.9,102,11.1,2,3,1,"no"
145,"no","yes",43,257.7,97,286.9,86,11.1,4,3,2,"no"
129,"no","yes",10,161.4,91,240.3,65,12.9,3,3.48,1,"no"
115,"no","yes",37,184.1,67,193.3,121,13.3,3,3.59,0,"no"
91,"yes","no",0,129.9,112,247.2,130,11.2,3,3.02,3,"no"
110,"no","no",0,188,127,150.3,64,15.3,3,4.13,3,"no"
130,"no","no",0,162.8,113,114.9,140,7.2,3,1.94,1,"no"
96,"no","yes",18,172.7,86,259.5,70,9.8,3,2.65,1,"no"
183,"no","no",0,108.3,87,176.6,109,13.5,2,3.65,0,"no"
91,"no","no",0,139.8,109,218.6,122,13.6,4,3.67,3,"no"
133,"no","yes",39,239.9,107,128.7,85,6.7,3,1.81,5,"no"
89,"yes","no",0,206.9,134,155.7,86,10.9,4,2.94,0,"no"
71,"yes","no",0,186.1,114,206.5,80,13.8,5,3.73,4,"yes"
57,"no","yes",33,193.4,105,226.2,90,11.1,11,3,2,"no"
67,"no","no",0,225.9,78,84.1,94,13.5,2,3.65,2,"yes"
101,"yes","no",0,156.4,116,207.3,109,7.3,5,1.97,1,"no"
93,"no","yes",23,196,91,200.5,68,15.3,2,4.13,1,"no"
92,"yes","yes",45,281.1,88,94.3,76,7.5,3,2.03,0,"no"
119,"no","no",0,121.4,95,163.6,103,13.8,4,3.73,2,"no"
98,"yes","yes",20,186.2,112,142.8,104,10.9,4,2.94,3,"no"
103,"no","no",0,278.4,121,202.3,96,13.7,1,3.7,1,"yes"
90,"no","no",0,175.9,111,150.8,122,13,7,3.51,1,"no"
68,"no","yes",29,239.5,82,167.8,70,9.9,6,2.67,0,"no"
130,"no","no",0,271.8,129,210.1,91,8.7,2,2.35,4,"yes"
122,"no","yes",27,253.7,84,190.5,123,9.2,5,2.48,7,"no"
113,"no","yes",34,44.9,63,168.4,118,13.3,3,3.59,1,"no"
85,"no","no",0,195.7,104,324.7,110,8.6,9,2.32,0,"no"
154,"yes","no",0,145.9,69,180.9,106,14.4,10,3.89,0,"yes"
76,"no","no",0,129.7,84,228.9,87,7.5,3,2.03,5,"yes"
164,"no","no",0,215.6,90,110.4,105,11.3,6,3.05,1,"no"
65,"yes","no",0,277.9,123,256.9,71,9.2,10,2.48,0,"yes"
137,"no","yes",19,175.3,96,211.4,109,7.8,2,2.11,0,"no"
29,"no","no",0,195.6,71,148.6,87,14.2,4,3.83,1,"no"
134,"no","yes",10,159.4,79,199.5,137,10,3,2.7,2,"no"
127,"no","no",0,271.2,110,201.8,102,13.2,4,3.56,0,"yes"
120,"no","yes",23,221.9,114,250.5,117,7.2,5,1.94,2,"no"
56,"no","no",0,222.9,100,170.6,129,5.6,8,1.51,1,"no"
82,"no","no",0,101,93,304.4,93,13.3,2,3.59,0,"no"
78,"no","no",0,149.7,119,261.5,126,9.7,8,2.62,0,"no"
167,"yes","no",0,244.8,91,176.7,110,10.7,3,2.89,2,"no"
109,"no","no",0,200.1,72,236,68,11.9,5,3.21,0,"no"
60,"yes","no",0,183,110,203.8,119,11.1,6,3,1,"no"
